Source,Target,Type,Id,Label,timeset,Weight
2075,1794,Directed,22030,,,1
1446,2491,Directed,22031,,,1
1750,1052,Directed,22032,,,1
1132,1848,Directed,22033,,,1
1391,945,Directed,22034,,,1
1069,1000,Directed,22035,,,1
2229,952,Directed,22036,,,1
1687,1289,Directed,22037,,,1
1430,886,Directed,22038,,,1
1609,754,Directed,22039,,,1
1188,818,Directed,22040,,,1
2299,2377,Directed,22041,,,1
1523,985,Directed,22042,,,1
1059,941,Directed,22043,,,1
1731,2471,Directed,22044,,,1
810,816,Directed,22045,,,1
622,1732,Directed,22046,,,1
2005,2519,Directed,22047,,,1
1811,907,Directed,22048,,,1
1127,1004,Directed,22049,,,1
1080,1395,Directed,22050,,,1
2366,2293,Directed,22051,,,1
1394,2059,Directed,22052,,,1
2251,2194,Directed,22053,,,1
1194,2140,Directed,22054,,,1
1310,943,Directed,22055,,,1
820,2530,Directed,22056,,,1
1588,1753,Directed,22057,,,1
1850,986,Directed,22058,,,1
1844,1754,Directed,22059,,,1
1811,1146,Directed,22060,,,1
1472,2306,Directed,22061,,,1
2315,1619,Directed,22062,,,1
1187,2143,Directed,22063,,,1
616,1432,Directed,22064,,,1
1334,729,Directed,22065,,,1
1204,1027,Directed,22066,,,1
763,1380,Directed,22067,,,1
2084,2351,Directed,22068,,,1
2119,2090,Directed,22069,,,1
1193,666,Directed,22070,,,1
2121,1395,Directed,22071,,,1
2103,2258,Directed,22072,,,1
689,931,Directed,22073,,,1
1139,2219,Directed,22074,,,1
1569,1630,Directed,22075,,,1
745,912,Directed,22076,,,1
1807,2172,Directed,22077,,,1
907,1262,Directed,22078,,,1
2547,2526,Directed,22079,,,1
913,1273,Directed,22080,,,1
2088,1748,Directed,22081,,,1
913,1072,Directed,22082,,,1
1786,1620,Directed,22083,,,1
2043,1570,Directed,22084,,,1
1569,1585,Directed,22085,,,1
2288,2316,Directed,22086,,,1
795,1534,Directed,22087,,,1
2382,1248,Directed,22088,,,1
2393,2128,Directed,22089,,,1
1414,1188,Directed,22090,,,1
2346,2328,Directed,22091,,,1
945,1526,Directed,22092,,,1
2434,1930,Directed,22093,,,1
780,772,Directed,22094,,,1
1854,798,Directed,22095,,,1
847,1409,Directed,22096,,,1
1220,1929,Directed,22097,,,1
2343,1342,Directed,22098,,,1
1205,1624,Directed,22099,,,1
2213,1896,Directed,22100,,,1
1941,2502,Directed,22101,,,1
2399,2436,Directed,22102,,,1
1981,1680,Directed,22103,,,1
2193,942,Directed,22104,,,1
1454,1632,Directed,22105,,,1
896,1388,Directed,22106,,,1
1918,1433,Directed,22107,,,1
693,1176,Directed,22108,,,1
1064,848,Directed,22109,,,1
2359,2180,Directed,22110,,,1
1360,1802,Directed,22111,,,1
1992,1304,Directed,22112,,,1
2376,2451,Directed,22113,,,1
1902,1129,Directed,22114,,,1
2204,2024,Directed,22115,,,1
2378,2183,Directed,22116,,,1
756,1166,Directed,22117,,,1
2395,2265,Directed,22118,,,1
1662,1241,Directed,22119,,,1
1778,1581,Directed,22120,,,1
1891,2234,Directed,22121,,,1
689,678,Directed,22122,,,1
1493,1429,Directed,22123,,,1
1545,2405,Directed,22124,,,1
666,939,Directed,22125,,,1
948,1947,Directed,22126,,,1
1564,1679,Directed,22127,,,1
2240,2078,Directed,22128,,,1
2536,2443,Directed,22129,,,1
2233,1758,Directed,22130,,,1
2260,1961,Directed,22131,,,1
1621,1204,Directed,22132,,,1
984,1884,Directed,22133,,,1
1833,1135,Directed,22134,,,1
2028,942,Directed,22135,,,1
2138,2065,Directed,22136,,,1
2291,2462,Directed,22137,,,1
2428,890,Directed,22138,,,1
1795,1109,Directed,22139,,,1
1344,2335,Directed,22140,,,1
2231,2543,Directed,22141,,,1
1627,1523,Directed,22142,,,1
2450,2441,Directed,22143,,,1
1994,1135,Directed,22144,,,1
1361,2413,Directed,22145,,,1
2491,2163,Directed,22146,,,1
2168,1607,Directed,22147,,,1
2476,2465,Directed,22148,,,1
1537,1027,Directed,22149,,,1
1243,2259,Directed,22150,,,1
1522,1875,Directed,22151,,,1
1790,786,Directed,22152,,,1
1003,2231,Directed,22153,,,1
2019,2006,Directed,22154,,,1
1808,1448,Directed,22155,,,1
2100,1950,Directed,22156,,,1
2157,2052,Directed,22157,,,1
2121,1898,Directed,22158,,,1
2318,2304,Directed,22159,,,1
2474,2394,Directed,22160,,,1
1742,2192,Directed,22161,,,1
1765,1429,Directed,22162,,,1
1663,1937,Directed,22163,,,1
1862,2011,Directed,22164,,,1
1604,2383,Directed,22165,,,1
697,709,Directed,22166,,,1
1052,1001,Directed,22167,,,1
1390,774,Directed,22168,,,1
1794,1359,Directed,22169,,,1
703,2009,Directed,22170,,,1
1083,1719,Directed,22171,,,1
2079,1852,Directed,22172,,,1
1284,1990,Directed,22173,,,1
829,1696,Directed,22174,,,1
1644,719,Directed,22175,,,1
616,1167,Directed,22176,,,1
1959,2375,Directed,22177,,,1
641,1281,Directed,22178,,,1
2526,2306,Directed,22179,,,1
870,1988,Directed,22180,,,1
781,2290,Directed,22181,,,1
979,1524,Directed,22182,,,1
1780,2442,Directed,22183,,,1
1339,1051,Directed,22184,,,1
1220,633,Directed,22185,,,1
2288,2445,Directed,22186,,,1
2413,2268,Directed,22187,,,1
750,1874,Directed,22188,,,1
1189,1010,Directed,22189,,,1
1982,931,Directed,22190,,,1
1814,2247,Directed,22191,,,1
2280,1111,Directed,22192,,,1
1263,893,Directed,22193,,,1
786,1856,Directed,22194,,,1
1664,1129,Directed,22195,,,1
2486,1199,Directed,22196,,,1
1133,871,Directed,22197,,,1
683,2497,Directed,22198,,,1
2131,2011,Directed,22199,,,1
826,1678,Directed,22200,,,1
1231,2467,Directed,22201,,,1
2536,2322,Directed,22202,,,1
1807,1594,Directed,22203,,,1
2172,2103,Directed,22204,,,1
2149,2108,Directed,22205,,,1
870,1695,Directed,22206,,,1
2098,1961,Directed,22207,,,1
874,1205,Directed,22208,,,1
1619,1704,Directed,22209,,,1
2181,1167,Directed,22210,,,1
2131,2470,Directed,22211,,,1
1848,2497,Directed,22212,,,1
937,1610,Directed,22213,,,1
1307,984,Directed,22214,,,1
2419,1183,Directed,22215,,,1
1063,985,Directed,22216,,,1
1250,1120,Directed,22217,,,1
1456,2456,Directed,22218,,,1
983,1097,Directed,22219,,,1
1500,1493,Directed,22220,,,1
1935,1997,Directed,22221,,,1
717,711,Directed,22222,,,1
1666,2274,Directed,22223,,,1
2109,2505,Directed,22224,,,1
2261,2371,Directed,22225,,,1
1723,2279,Directed,22226,,,1
798,854,Directed,22227,,,1
854,1302,Directed,22228,,,1
1875,1691,Directed,22229,,,1
1632,1339,Directed,22230,,,1
2001,835,Directed,22231,,,1
2047,1307,Directed,22232,,,1
938,1041,Directed,22233,,,1
1124,1038,Directed,22234,,,1
1297,1165,Directed,22235,,,1
2421,2387,Directed,22236,,,1
2078,2152,Directed,22237,,,1
1952,1571,Directed,22238,,,1
2346,2285,Directed,22239,,,1
2300,1872,Directed,22240,,,1
1311,1093,Directed,22241,,,1
1113,887,Directed,22242,,,1
2315,2287,Directed,22243,,,1
2212,1551,Directed,22244,,,1
1194,845,Directed,22245,,,1
1258,1130,Directed,22246,,,1
1179,1125,Directed,22247,,,1
1864,1741,Directed,22248,,,1
1475,1913,Directed,22249,,,1
1582,1103,Directed,22250,,,1
1050,948,Directed,22251,,,1
1207,1264,Directed,22252,,,1
1719,1373,Directed,22253,,,1
1121,1939,Directed,22254,,,1
1443,2342,Directed,22255,,,1
1899,2282,Directed,22256,,,1
1754,1872,Directed,22257,,,1
2473,1442,Directed,22258,,,1
2102,2094,Directed,22259,,,1
2305,1820,Directed,22260,,,1
2214,1883,Directed,22261,,,1
984,811,Directed,22262,,,1
2316,2165,Directed,22263,,,1
1832,1818,Directed,22264,,,1
2311,2213,Directed,22265,,,1
812,1952,Directed,22266,,,1
2170,2138,Directed,22267,,,1
2463,1772,Directed,22268,,,1
1952,2220,Directed,22269,,,1
857,2495,Directed,22270,,,1
1701,2210,Directed,22271,,,1
902,766,Directed,22272,,,1
855,2434,Directed,22273,,,1
1570,879,Directed,22274,,,1
1072,821,Directed,22275,,,1
2180,1458,Directed,22276,,,1
1580,2368,Directed,22277,,,1
1299,723,Directed,22278,,,1
1452,711,Directed,22279,,,1
1128,2295,Directed,22280,,,1
897,2067,Directed,22281,,,1
1455,1515,Directed,22282,,,1
2241,1315,Directed,22283,,,1
1281,748,Directed,22284,,,1
2227,1681,Directed,22285,,,1
1893,1109,Directed,22286,,,1
1181,1663,Directed,22287,,,1
1525,899,Directed,22288,,,1
2340,711,Directed,22289,,,1
2364,1364,Directed,22290,,,1
1601,1650,Directed,22291,,,1
2482,2438,Directed,22292,,,1
814,1452,Directed,22293,,,1
1405,1598,Directed,22294,,,1
1487,2153,Directed,22295,,,1
1517,1493,Directed,22296,,,1
2374,2230,Directed,22297,,,1
1436,1662,Directed,22298,,,1
1065,1058,Directed,22299,,,1
1324,2379,Directed,22300,,,1
2319,1550,Directed,22301,,,1
2005,1279,Directed,22302,,,1
2307,2023,Directed,22303,,,1
1970,1962,Directed,22304,,,1
1517,1414,Directed,22305,,,1
2158,713,Directed,22306,,,1
1393,1164,Directed,22307,,,1
2246,1450,Directed,22308,,,1
780,1241,Directed,22309,,,1
1919,1702,Directed,22310,,,1
799,635,Directed,22311,,,1
1217,719,Directed,22312,,,1
1387,2153,Directed,22313,,,1
1170,2279,Directed,22314,,,1
2256,2370,Directed,22315,,,1
1661,1070,Directed,22316,,,1
1493,2445,Directed,22317,,,1
1347,1077,Directed,22318,,,1
839,2454,Directed,22319,,,1
1645,2462,Directed,22320,,,1
736,1784,Directed,22321,,,1
1346,1177,Directed,22322,,,1
1942,1164,Directed,22323,,,1
2238,2156,Directed,22324,,,1
1769,1784,Directed,22325,,,1
2353,2057,Directed,22326,,,1
1275,2457,Directed,22327,,,1
2097,1649,Directed,22328,,,1
1401,1337,Directed,22329,,,1
2328,2274,Directed,22330,,,1
2501,2185,Directed,22331,,,1
2110,2098,Directed,22332,,,1
1906,1574,Directed,22333,,,1
1148,2158,Directed,22334,,,1
758,2063,Directed,22335,,,1
2478,2520,Directed,22336,,,1
963,962,Directed,22337,,,1
2344,2306,Directed,22338,,,1
2050,1406,Directed,22339,,,1
2458,1315,Directed,22340,,,1
1967,1568,Directed,22341,,,1
2066,2482,Directed,22342,,,1
879,2287,Directed,22343,,,1
833,692,Directed,22344,,,1
1480,1099,Directed,22345,,,1
2011,1653,Directed,22346,,,1
1695,1054,Directed,22347,,,1
948,1622,Directed,22348,,,1
1475,1466,Directed,22349,,,1
2045,676,Directed,22350,,,1
1622,1650,Directed,22351,,,1
2317,2425,Directed,22352,,,1
1612,781,Directed,22353,,,1
1936,1313,Directed,22354,,,1
2132,2033,Directed,22355,,,1
1574,1001,Directed,22356,,,1
1392,1382,Directed,22357,,,1
2332,1696,Directed,22358,,,1
1965,2344,Directed,22359,,,1
1369,827,Directed,22360,,,1
1194,865,Directed,22361,,,1
2520,1757,Directed,22362,,,1
2241,2272,Directed,22363,,,1
892,1183,Directed,22364,,,1
1399,930,Directed,22365,,,1
2051,2453,Directed,22366,,,1
2543,1014,Directed,22367,,,1
727,753,Directed,22368,,,1
1840,1833,Directed,22369,,,1
1086,1939,Directed,22370,,,1
1147,1316,Directed,22371,,,1
748,655,Directed,22372,,,1
2305,2301,Directed,22373,,,1
1628,1701,Directed,22374,,,1
1089,1128,Directed,22375,,,1
2387,2322,Directed,22376,,,1
756,1199,Directed,22377,,,1
842,1046,Directed,22378,,,1
1098,2165,Directed,22379,,,1
1606,1678,Directed,22380,,,1
1477,1271,Directed,22381,,,1
2371,700,Directed,22382,,,1
615,1344,Directed,22383,,,1
753,1180,Directed,22384,,,1
2538,2251,Directed,22385,,,1
2208,2301,Directed,22386,,,1
1441,1043,Directed,22387,,,1
2098,2481,Directed,22388,,,1
1057,2261,Directed,22389,,,1
2123,2522,Directed,22390,,,1
1233,2057,Directed,22391,,,1
635,614,Directed,22392,,,1
938,2007,Directed,22393,,,1
1326,1917,Directed,22394,,,1
1820,1832,Directed,22395,,,1
1375,2206,Directed,22396,,,1
1924,1592,Directed,22397,,,1
1217,937,Directed,22398,,,1
684,2274,Directed,22399,,,1
1435,1910,Directed,22400,,,1
2369,2307,Directed,22401,,,1
860,1273,Directed,22402,,,1
2197,1553,Directed,22403,,,1
846,2128,Directed,22404,,,1
1372,2324,Directed,22405,,,1
1780,2322,Directed,22406,,,1
1609,2110,Directed,22407,,,1
1836,1346,Directed,22408,,,1
1378,2271,Directed,22409,,,1
1287,991,Directed,22410,,,1
2207,2205,Directed,22411,,,1
889,2142,Directed,22412,,,1
1647,1710,Directed,22413,,,1
2183,1972,Directed,22414,,,1
2261,1703,Directed,22415,,,1
2290,2060,Directed,22416,,,1
1717,1650,Directed,22417,,,1
1520,1132,Directed,22418,,,1
1353,2471,Directed,22419,,,1
977,2521,Directed,22420,,,1
1327,1302,Directed,22421,,,1
1712,941,Directed,22422,,,1
923,1195,Directed,22423,,,1
2341,2218,Directed,22424,,,1
881,1081,Directed,22425,,,1
1135,805,Directed,22426,,,1
1073,785,Directed,22427,,,1
1332,1833,Directed,22428,,,1
837,1177,Directed,22429,,,1
890,1557,Directed,22430,,,1
746,2224,Directed,22431,,,1
1076,1021,Directed,22432,,,1
2494,2205,Directed,22433,,,1
1553,1632,Directed,22434,,,1
1418,2270,Directed,22435,,,1
1369,928,Directed,22436,,,1
965,2519,Directed,22437,,,1
1337,2304,Directed,22438,,,1
1845,1184,Directed,22439,,,1
1689,1611,Directed,22440,,,1
1796,1665,Directed,22441,,,1
734,1339,Directed,22442,,,1
2029,1813,Directed,22443,,,1
1352,2129,Directed,22444,,,1
1301,809,Directed,22445,,,1
1803,972,Directed,22446,,,1
1938,1947,Directed,22447,,,1
1323,2370,Directed,22448,,,1
2043,2330,Directed,22449,,,1
2437,2132,Directed,22450,,,1
962,2507,Directed,22451,,,1
2549,1650,Directed,22452,,,1
1578,2483,Directed,22453,,,1
1558,1376,Directed,22454,,,1
1024,2412,Directed,22455,,,1
1206,1396,Directed,22456,,,1
1932,2118,Directed,22457,,,1
1942,2275,Directed,22458,,,1
1549,1972,Directed,22459,,,1
1851,1050,Directed,22460,,,1
810,2255,Directed,22461,,,1
2299,2363,Directed,22462,,,1
1800,1167,Directed,22463,,,1
1489,1865,Directed,22464,,,1
2514,2045,Directed,22465,,,1
2113,2370,Directed,22466,,,1
2412,2365,Directed,22467,,,1
1362,2365,Directed,22468,,,1
1330,1314,Directed,22469,,,1
771,1866,Directed,22470,,,1
747,2224,Directed,22471,,,1
2487,2470,Directed,22472,,,1
2510,2141,Directed,22473,,,1
1081,879,Directed,22474,,,1
2323,1666,Directed,22475,,,1
2535,2542,Directed,22476,,,1
2056,2471,Directed,22477,,,1
2383,2292,Directed,22478,,,1
2333,1490,Directed,22479,,,1
2459,1230,Directed,22480,,,1
2438,2259,Directed,22481,,,1
1374,2342,Directed,22482,,,1
2072,2063,Directed,22483,,,1
2230,2471,Directed,22484,,,1
2195,2453,Directed,22485,,,1
1237,939,Directed,22486,,,1
1662,2209,Directed,22487,,,1
1656,1242,Directed,22488,,,1
1952,2039,Directed,22489,,,1
1996,1938,Directed,22490,,,1
1616,1270,Directed,22491,,,1
1909,2504,Directed,22492,,,1
2366,2069,Directed,22493,,,1
885,1267,Directed,22494,,,1
1702,1187,Directed,22495,,,1
2312,2067,Directed,22496,,,1
2281,1511,Directed,22497,,,1
1344,1882,Directed,22498,,,1
1950,1372,Directed,22499,,,1
1150,1598,Directed,22500,,,1
1142,2216,Directed,22501,,,1
953,1964,Directed,22502,,,1
1148,727,Directed,22503,,,1
1668,1222,Directed,22504,,,1
1552,1823,Directed,22505,,,1
1035,2359,Directed,22506,,,1
1347,1512,Directed,22507,,,1
2105,873,Directed,22508,,,1
1670,1606,Directed,22509,,,1
2446,2452,Directed,22510,,,1
2054,730,Directed,22511,,,1
1564,2242,Directed,22512,,,1
1538,1826,Directed,22513,,,1
2245,1477,Directed,22514,,,1
2186,2144,Directed,22515,,,1
2467,2443,Directed,22516,,,1
1868,1681,Directed,22517,,,1
1591,1946,Directed,22518,,,1
1695,622,Directed,22519,,,1
2380,2152,Directed,22520,,,1
1859,624,Directed,22521,,,1
2114,1250,Directed,22522,,,1
1130,1421,Directed,22523,,,1
2118,1975,Directed,22524,,,1
1374,831,Directed,22525,,,1
1761,1902,Directed,22526,,,1
2457,2212,Directed,22527,,,1
1501,2445,Directed,22528,,,1
2006,1188,Directed,22529,,,1
2323,1304,Directed,22530,,,1
660,892,Directed,22531,,,1
1289,1202,Directed,22532,,,1
1883,2388,Directed,22533,,,1
1273,1782,Directed,22534,,,1
2140,2495,Directed,22535,,,1
1584,1213,Directed,22536,,,1
1692,2527,Directed,22537,,,1
2335,2193,Directed,22538,,,1
2354,1490,Directed,22539,,,1
997,1825,Directed,22540,,,1
955,1650,Directed,22541,,,1
1078,1413,Directed,22542,,,1
1894,1166,Directed,22543,,,1
1218,753,Directed,22544,,,1
961,2213,Directed,22545,,,1
2205,2061,Directed,22546,,,1
1676,925,Directed,22547,,,1
648,1512,Directed,22548,,,1
2193,1592,Directed,22549,,,1
1989,1056,Directed,22550,,,1
1956,1363,Directed,22551,,,1
918,2036,Directed,22552,,,1
1267,1666,Directed,22553,,,1
799,1748,Directed,22554,,,1
1265,1123,Directed,22555,,,1
2456,2348,Directed,22556,,,1
2527,1619,Directed,22557,,,1
2518,2309,Directed,22558,,,1
2483,1230,Directed,22559,,,1
872,1401,Directed,22560,,,1
1000,2178,Directed,22561,,,1
2468,2367,Directed,22562,,,1
2258,1959,Directed,22563,,,1
1209,1515,Directed,22564,,,1
1490,1465,Directed,22565,,,1
2349,2320,Directed,22566,,,1
832,1337,Directed,22567,,,1
2162,1809,Directed,22568,,,1
1684,1902,Directed,22569,,,1
2117,1907,Directed,22570,,,1
2293,2286,Directed,22571,,,1
891,939,Directed,22572,,,1
1547,1765,Directed,22573,,,1
2339,2261,Directed,22574,,,1
1062,2197,Directed,22575,,,1
1239,1767,Directed,22576,,,1
2467,2322,Directed,22577,,,1
1229,1118,Directed,22578,,,1
1957,740,Directed,22579,,,1
1861,2134,Directed,22580,,,1
1001,1036,Directed,22581,,,1
1726,1344,Directed,22582,,,1
2003,1841,Directed,22583,,,1
840,1532,Directed,22584,,,1
2507,707,Directed,22585,,,1
883,977,Directed,22586,,,1
1537,1621,Directed,22587,,,1
1701,1359,Directed,22588,,,1
1346,2332,Directed,22589,,,1
1826,2425,Directed,22590,,,1
1955,2500,Directed,22591,,,1
766,760,Directed,22592,,,1
1597,2513,Directed,22593,,,1
2074,2312,Directed,22594,,,1
1185,852,Directed,22595,,,1
877,2378,Directed,22596,,,1
704,1639,Directed,22597,,,1
1604,1929,Directed,22598,,,1
1656,1306,Directed,22599,,,1
1514,2430,Directed,22600,,,1
2093,988,Directed,22601,,,1
1004,1081,Directed,22602,,,1
1247,2365,Directed,22603,,,1
1181,1937,Directed,22604,,,1
2205,2183,Directed,22605,,,1
1095,778,Directed,22606,,,1
644,2365,Directed,22607,,,1
1445,2129,Directed,22608,,,1
1287,1200,Directed,22609,,,1
1056,714,Directed,22610,,,1
1608,1436,Directed,22611,,,1
1406,2500,Directed,22612,,,1
1694,682,Directed,22613,,,1
2030,2315,Directed,22614,,,1
957,2374,Directed,22615,,,1
2101,1741,Directed,22616,,,1
2368,2044,Directed,22617,,,1
2302,1747,Directed,22618,,,1
805,778,Directed,22619,,,1
1615,1482,Directed,22620,,,1
2046,1514,Directed,22621,,,1
1157,902,Directed,22622,,,1
1146,699,Directed,22623,,,1
2233,1443,Directed,22624,,,1
1384,871,Directed,22625,,,1
806,2062,Directed,22626,,,1
1454,1479,Directed,22627,,,1
2540,2348,Directed,22628,,,1
883,1583,Directed,22629,,,1
1602,1510,Directed,22630,,,1
2302,2244,Directed,22631,,,1
2284,2095,Directed,22632,,,1
2068,1764,Directed,22633,,,1
2329,1961,Directed,22634,,,1
2169,2520,Directed,22635,,,1
1855,1837,Directed,22636,,,1
1912,786,Directed,22637,,,1
674,1664,Directed,22638,,,1
2221,959,Directed,22639,,,1
2422,2142,Directed,22640,,,1
1755,2475,Directed,22641,,,1
2197,2341,Directed,22642,,,1
1055,1009,Directed,22643,,,1
2076,2061,Directed,22644,,,1
2075,2030,Directed,22645,,,1
2483,2305,Directed,22646,,,1
2495,2291,Directed,22647,,,1
1455,895,Directed,22648,,,1
1859,1822,Directed,22649,,,1
893,702,Directed,22650,,,1
2188,1195,Directed,22651,,,1
2105,2046,Directed,22652,,,1
890,1771,Directed,22653,,,1
1498,2232,Directed,22654,,,1
1756,2062,Directed,22655,,,1
1222,1068,Directed,22656,,,1
1351,2284,Directed,22657,,,1
826,1831,Directed,22658,,,1
1656,1447,Directed,22659,,,1
1434,2290,Directed,22660,,,1
1544,1182,Directed,22661,,,1
2493,1603,Directed,22662,,,1
1453,1611,Directed,22663,,,1
1526,2019,Directed,22664,,,1
1951,1170,Directed,22665,,,1
2205,2378,Directed,22666,,,1
2270,995,Directed,22667,,,1
2539,2225,Directed,22668,,,1
1240,1190,Directed,22669,,,1
1727,2311,Directed,22670,,,1
1472,2462,Directed,22671,,,1
2185,1768,Directed,22672,,,1
1223,1384,Directed,22673,,,1
1808,821,Directed,22674,,,1
1411,1195,Directed,22675,,,1
2237,1751,Directed,22676,,,1
1102,986,Directed,22677,,,1
1423,832,Directed,22678,,,1
1413,2472,Directed,22679,,,1
899,2354,Directed,22680,,,1
981,1263,Directed,22681,,,1
1373,659,Directed,22682,,,1
1181,2065,Directed,22683,,,1
1243,1180,Directed,22684,,,1
1024,2283,Directed,22685,,,1
2166,2048,Directed,22686,,,1
1119,1612,Directed,22687,,,1
1905,827,Directed,22688,,,1
2252,1632,Directed,22689,,,1
2092,2275,Directed,22690,,,1
1332,2203,Directed,22691,,,1
1090,753,Directed,22692,,,1
1315,960,Directed,22693,,,1
1425,2148,Directed,22694,,,1
1663,827,Directed,22695,,,1
1668,1414,Directed,22696,,,1
2268,2522,Directed,22697,,,1
2547,2064,Directed,22698,,,1
1994,1812,Directed,22699,,,1
2545,1154,Directed,22700,,,1
2381,2147,Directed,22701,,,1
871,2455,Directed,22702,,,1
2302,2255,Directed,22703,,,1
748,1381,Directed,22704,,,1
827,1514,Directed,22705,,,1
1189,1379,Directed,22706,,,1
1659,826,Directed,22707,,,1
2026,1241,Directed,22708,,,1
2163,2134,Directed,22709,,,1
2254,2096,Directed,22710,,,1
659,975,Directed,22711,,,1
2157,1175,Directed,22712,,,1
2387,2022,Directed,22713,,,1
881,2117,Directed,22714,,,1
1949,1519,Directed,22715,,,1
673,739,Directed,22716,,,1
838,2435,Directed,22717,,,1
660,1183,Directed,22718,,,1
2183,2295,Directed,22719,,,1
2008,1752,Directed,22720,,,1
1200,957,Directed,22721,,,1
2099,2060,Directed,22722,,,1
2105,1967,Directed,22723,,,1
2194,1419,Directed,22724,,,1
1992,1990,Directed,22725,,,1
1978,1757,Directed,22726,,,1
1286,1284,Directed,22727,,,1
1362,2322,Directed,22728,,,1
2299,1809,Directed,22729,,,1
1285,2312,Directed,22730,,,1
1741,707,Directed,22731,,,1
2495,2510,Directed,22732,,,1
1311,1303,Directed,22733,,,1
1888,2402,Directed,22734,,,1
2523,1494,Directed,22735,,,1
1767,2084,Directed,22736,,,1
2070,992,Directed,22737,,,1
1794,1315,Directed,22738,,,1
1924,1915,Directed,22739,,,1
812,672,Directed,22740,,,1
2237,916,Directed,22741,,,1
1844,1815,Directed,22742,,,1
2105,1659,Directed,22743,,,1
659,1581,Directed,22744,,,1
1326,2444,Directed,22745,,,1
1511,2367,Directed,22746,,,1
2494,2295,Directed,22747,,,1
1571,2220,Directed,22748,,,1
1205,1476,Directed,22749,,,1
1725,2036,Directed,22750,,,1
2050,2528,Directed,22751,,,1
2386,2291,Directed,22752,,,1
1595,1958,Directed,22753,,,1
1763,2107,Directed,22754,,,1
1146,2149,Directed,22755,,,1
1696,1659,Directed,22756,,,1
2071,1959,Directed,22757,,,1
2206,1001,Directed,22758,,,1
2009,1733,Directed,22759,,,1
731,2251,Directed,22760,,,1
1859,1855,Directed,22761,,,1
2006,1514,Directed,22762,,,1
2200,1993,Directed,22763,,,1
958,2059,Directed,22764,,,1
800,1083,Directed,22765,,,1
1220,1155,Directed,22766,,,1
2002,1516,Directed,22767,,,1
2428,2439,Directed,22768,,,1
2016,2494,Directed,22769,,,1
1657,1841,Directed,22770,,,1
1667,2165,Directed,22771,,,1
2414,720,Directed,22772,,,1
2350,2178,Directed,22773,,,1
2445,2346,Directed,22774,,,1
1526,2244,Directed,22775,,,1
1574,1021,Directed,22776,,,1
1074,2068,Directed,22777,,,1
699,2149,Directed,22778,,,1
863,818,Directed,22779,,,1
2379,719,Directed,22780,,,1
2475,1265,Directed,22781,,,1
2546,2350,Directed,22782,,,1
896,1410,Directed,22783,,,1
2545,2294,Directed,22784,,,1
1746,1759,Directed,22785,,,1
1865,2495,Directed,22786,,,1
2484,2387,Directed,22787,,,1
2193,2522,Directed,22788,,,1
1963,1452,Directed,22789,,,1
1737,1883,Directed,22790,,,1
1475,1002,Directed,22791,,,1
1061,718,Directed,22792,,,1
2364,2311,Directed,22793,,,1
2422,2432,Directed,22794,,,1
1734,1947,Directed,22795,,,1
1281,1381,Directed,22796,,,1
1887,1047,Directed,22797,,,1
2484,2537,Directed,22798,,,1
2214,1963,Directed,22799,,,1
1787,2489,Directed,22800,,,1
2394,2109,Directed,22801,,,1
1099,1710,Directed,22802,,,1
1876,1805,Directed,22803,,,1
1745,1368,Directed,22804,,,1
1845,2425,Directed,22805,,,1
823,975,Directed,22806,,,1
1575,1515,Directed,22807,,,1
1945,835,Directed,22808,,,1
1689,1634,Directed,22809,,,1
1274,1246,Directed,22810,,,1
2361,1165,Directed,22811,,,1
1940,861,Directed,22812,,,1
2093,1605,Directed,22813,,,1
1520,2089,Directed,22814,,,1
1555,864,Directed,22815,,,1
1312,1233,Directed,22816,,,1
1892,1598,Directed,22817,,,1
1797,1559,Directed,22818,,,1
628,925,Directed,22819,,,1
1533,1476,Directed,22820,,,1
1812,1787,Directed,22821,,,1
2041,644,Directed,22822,,,1
787,780,Directed,22823,,,1
2386,1965,Directed,22824,,,1
1571,1620,Directed,22825,,,1
707,1224,Directed,22826,,,1
1364,820,Directed,22827,,,1
800,2017,Directed,22828,,,1
1434,781,Directed,22829,,,1
1900,1523,Directed,22830,,,1
1361,798,Directed,22831,,,1
2500,2509,Directed,22832,,,1
1018,1911,Directed,22833,,,1
1003,1515,Directed,22834,,,1
2328,1023,Directed,22835,,,1
1101,2505,Directed,22836,,,1
1076,1026,Directed,22837,,,1
1057,1220,Directed,22838,,,1
1755,1357,Directed,22839,,,1
1655,1739,Directed,22840,,,1
2267,2278,Directed,22841,,,1
2433,2042,Directed,22842,,,1
2455,2430,Directed,22843,,,1
862,1710,Directed,22844,,,1
1114,2084,Directed,22845,,,1
2452,2433,Directed,22846,,,1
1540,2516,Directed,22847,,,1
879,1246,Directed,22848,,,1
1535,2069,Directed,22849,,,1
1201,1980,Directed,22850,,,1
1004,779,Directed,22851,,,1
2234,2118,Directed,22852,,,1
1346,1854,Directed,22853,,,1
2154,2190,Directed,22854,,,1
2057,2048,Directed,22855,,,1
993,1439,Directed,22856,,,1
2442,2471,Directed,22857,,,1
1920,1164,Directed,22858,,,1
1243,1111,Directed,22859,,,1
1156,1097,Directed,22860,,,1
2532,1997,Directed,22861,,,1
1584,1855,Directed,22862,,,1
1817,972,Directed,22863,,,1
2427,2387,Directed,22864,,,1
790,2062,Directed,22865,,,1
904,1747,Directed,22866,,,1
