Talk1,Talk2
636,2413
1413,1866
1331,1907
2520,2477
1823,404
684,2207
2135,747
2373,738
1892,937
1188,2259
2294,434
1745,2402
106,732
200,2176
2493,2434
1091,2246
310,546
850,2538
2470,1351
1551,1970
1690,2423
736,1549
150,374
1029,1441
778,1352
2023,1702
295,803
184,1367
1713,1143
1863,1866
2040,2449
563,649
1334,807
1575,2494
1450,338
1491,322
537,1422
309,1335
1489,2174
262,2326
767,1881
2420,2161
328,1166
866,702
1560,631
437,1482
1539,291
2267,659
72,1358
1828,601
235,7
1389,1202
618,2332
595,1015
244,177
884,1760
1853,364
2460,2270
384,699
1974,2273
435,1905
105,1961
39,1039
1405,1601
1133,485
2250,1395
1563,721
595,1106
2487,1150
1019,1882
2278,1318
209,1799
1431,1097
852,42
1633,383
958,1657
2139,2196
1392,153
882,1515
5,4
782,402
1118,1137
381,2179
2163,2054
1776,1918
1867,2209
809,218
619,536
2321,1552
1995,232
2001,1441
163,160
459,24
151,2056
814,1245
2081,1134
1225,1817
173,678
131,2032
2198,1045
117,778
1993,1798
1283,391
1602,1220
2427,2461
1053,2429
2066,444
1168,827
810,1079
545,1785
513,902
486,667
809,1929
223,236
1898,817
1097,1690
1228,1647
1767,1886
1101,1668
1397,2366
2112,2419
1939,455
946,1707
1391,1176
1534,1150
2294,2369
1006,1382
1183,1135
1402,1526
221,1396
202,990
883,2422
530,1947
339,1749
2358,2335
851,179
955,2328
1639,966
1292,1216
1099,592
1780,733
1521,1467
1602,136
1530,872
1570,656
1107,2080
2469,975
188,1909
904,517
1422,1246
2353,1170
2432,2239
2341,2143
93,1202
724,641
2185,872
1442,947
173,2058
2265,138
1479,2181
2343,1
1888,1856
258,124
1101,1659
1811,2297
1474,1264
1926,768
601,46
1040,1924
1483,2511
1852,1987
2433,1752
2491,57
2057,1030
1277,1513
604,533
778,1907
2130,181
247,1259
1305,1550
118,1101
531,1549
21,13
406,1361
1990,1015
1739,1500
121,504
1606,341
2540,591
844,2509
1257,1386
1084,350
1182,1444
2023,638
928,1485
2496,954
1151,659
702,545
544,140
533,893
65,361
1354,2441
672,907
1381,207
1119,450
1962,2507
1338,2547
203,1669
456,1621
724,941
1775,367
426,2196
2300,1823
1268,736
1116,2361
153,1392
1137,1302
35,436
2416,462
1915,2039
850,827
534,474
103,1014
1360,169
966,2131
1278,982
863,1025
1824,1191
620,769
2478,821
2530,2019
553,1039
2128,361
1616,2538
1021,526
1716,2006
1485,250
1694,2212
2197,1839
1892,92
1811,825
1280,2045
2105,2305
2523,1834
2447,274
89,1457
1880,442
482,2228
1822,2016
1215,1642
2436,1378
2349,686
2141,875
1055,2403
1612,726
2064,1276
1377,918
1183,2408
853,1986
49,757
703,1670
2401,2248
2146,1922
1583,764
75,953
1607,2394
354,962
594,1969
759,924
938,2335
1273,2106
1310,1301
1460,1033
805,39
1962,917
1696,1801
1211,1892
1337,1467
168,2022
2425,2518
1005,1
76,1030
2099,2208
185,1711
1338,877
178,1548
870,260
566,1136
1525,1139
2421,1106
453,2202
2357,327
1149,389
1655,1055
223,462
617,1099
1382,2042
2462,757
2414,677
53,1560
1539,1558
708,381
439,531
101,2484
1976,2118
1194,1731
985,2466
79,69
2310,119
40,468
2306,954
1471,307
1633,1632
156,1475
1016,2176
94,1554
1347,411
1140,799
2287,551
1290,467
179,42
2022,791
1847,504
665,343
951,1540
1425,1322
1345,42
2464,443
39,2472
558,2348
2485,664
1077,883
1813,698
1134,1868
564,873
1852,1723
1167,1736
1390,790
535,1643
2102,743
1013,677
989,1086
295,2177
2239,1045
1792,2314
833,462
1180,2294
1400,2501
991,1850
1008,2434
1613,2453
746,2088
1405,825
2223,1526
491,1043
383,2087
448,194
1633,1917
2176,155
1518,70
2216,1829
23,474
729,208
2074,1629
1872,2227
1973,2439
110,965
104,2248
2341,815
2187,744
783,1067
1321,1652
1842,791
1075,2471
1904,521
1801,1885
1809,1920
2499,745
47,529
2017,1754
1586,1310
1849,799
1833,936
1047,1196
2190,1429
2428,1534
860,1063
1371,681
1144,387
8,11
2537,1033
1838,1150
303,523
1471,1134
512,1652
247,1955
1027,1891
2279,1875
797,1413
1268,1249
1985,1506
1046,470
897,1042
2121,1791
2253,2386
2455,2273
1446,1457
1441,455
616,1160
1492,2082
2269,2309
2137,114
2214,622
1458,1079
1346,630
703,2273
2437,885
83,1267
563,597
1675,934
1637,2175
936,1576
1994,800
2114,1690
77,1336
1140,1186
816,1147
1059,736
1658,2039
546,1900
1481,2449
2470,377
1992,135
2140,79
1021,1034
1281,815
1346,1390
990,202
1242,1875
641,2373
1087,1441
691,1801
892,1840
1240,1787
993,982
1284,968
1097,2423
379,2049
2387,1816
2118,1613
1047,929
117,1882
142,2227
1769,2535
978,2246
846,271
1076,2121
2117,1751
905,1105
2474,1233
391,1670
736,709
929,1993
279,726
2158,1947
1586,1669
950,1461
233,2431
1110,2404
2390,699
184,727
1190,2088
980,2498
1375,1638
2048,1407
528,1908
1976,104
651,1960
1922,2512
2372,2088
1795,563
900,2147
34,1719
540,138
1013,482
75,1913
1459,72
599,686
1719,2039
1448,2522
1262,225
2311,1837
1224,389
974,299
1048,2180
1094,181
747,613
240,1192
2027,2489
1155,2481
1906,1452
2519,1545
905,933
781,766
553,2472
122,270
2359,921
1635,2029
1861,1285
1214,1921
2356,1820
106,125
732,42
1442,1055
1393,1193
1864,963
1132,1701
388,1929
2386,1047
1346,157
1646,274
2169,1724
2011,2365
2099,192
841,1997
388,1287
579,1599
517,904
2410,1553
1856,1638
1729,2354
527,106
1584,842
1649,592
1546,2153
1303,1302
2248,2520
2230,204
1291,102
888,1296
1713,1667
1215,1623
464,1550
205,1125
1825,39
1236,23
1750,1067
791,983
2363,387
448,732
2061,675
799,242
189,1272
1736,1165
1302,1648
1133,676
1638,492
1756,2067
701,2219
1043,193
38,1445
2236,838
1011,2131
1565,1672
1019,1808
1470,743
558,1906
390,2293
1848,1850
1547,818
366,2156
873,564
1118,2099
2317,1281
2356,229
364,819
1398,806
1478,1361
2299,1821
1130,448
1668,1713
1529,371
943,2234
1375,393
1552,1766
404,1099
2177,138
1861,863
1989,1252
1806,1381
1143,1416
1372,1525
1562,566
2505,318
1968,1086
577,2152
1897,1535
109,1764
784,2307
574,575
1721,2158
2373,1663
2119,2000
1016,1843
2152,1562
1137,2066
1975,1249
153,2079
185,2539
199,2122
1546,1176
648,105
828,353
468,1313
1776,231
2074,2170
812,224
1067,2441
2281,2349
1903,819
1965,2495
692,618
632,1674
1396,221
352,1367
2520,1973
2246,1884
2184,768
2303,1754
864,1637
305,1833
1524,548
1489,1806
1979,743
1369,706
413,1252
1393,928
1603,1359
1647,2222
748,2065
1639,1380
1710,212
1373,2404
985,2472
1192,720
536,1307
460,1054
225,1879
238,584
650,1747
2374,1685
1913,1339
338,614
1726,43
895,867
1346,2356
1692,1471
218,2513
489,2109
2504,1664
90,529
74,1966
471,1102
2395,1510
1388,694
1059,1951
1139,2205
2339,1155
163,2049
1978,1434
921,999
1152,1141
194,163
1700,419
1893,717
25,20
799,1062
1363,2177
2164,1050
2028,1972
1539,1439
2504,55
2248,2477
688,103
787,1560
1972,1097
253,2497
1578,1056
1850,1359
2265,635
372,2114
1329,1994
2259,200
721,1778
1046,341
1690,1250
2245,1398
2503,57
820,2434
820,40
769,2400
824,2322
145,1690
2431,359
1000,1633
1733,1199
1507,1748
742,1677
507,1906
1465,2198
617,672
599,2281
2279,1115
599,2113
2045,1738
1542,845
1873,2036
562,373
2539,652
1403,1269
1912,2227
728,2066
688,1216
2154,737
1147,1212
918,223
1356,1939
147,310
1747,1804
2088,2372
811,484
256,429
1256,748
1462,2495
1699,1274
78,1918
715,1856
102,2483
454,965
1132,23
232,1023
743,1915
1029,2001
2302,977
1443,1604
95,1545
1223,1690
321,2387
1715,73
740,449
351,979
538,1139
2063,169
406,816
631,2186
2341,1438
1157,1147
2525,330
452,1178
1283,1353
1688,843
762,658
2283,1807
1086,2285
610,1014
1208,935
2531,474
706,1847
445,1582
992,1680
1381,263
1241,331
1919,2515
1627,1263
751,2282
27,1564
1303,433
156,484
1856,2292
71,1143
2129,787
2342,1734
1988,1383
531,733
154,2199
1779,411
432,1674
2403,1060
1058,1757
1586,81
1242,1280
535,2086
1186,1444
1048,2080
2456,423
1993,1196
2227,242
718,1938
988,749
2061,23
1447,1938
1535,210
1942,307
391,1867
2222,2305
1946,990
1445,2031
306,838
322,1491
2087,2511
1961,446
2439,1214
360,1719
1780,243
983,2114
934,1918
2480,2020
333,1251
2284,571
522,1820
1366,1638
1676,436
565,744
760,768
2149,1416
1568,854
582,1659
307,1750
2471,416
1495,2112
658,2455
666,28
2012,1605
70,504
2397,1757
2321,1766
2183,627
1285,1861
949,1636
254,393
394,2230
2316,620
1227,353
140,452
697,932
1052,907
1993,929
2192,2008
214,1149
350,490
1650,2154
1814,2536
1922,1402
367,1523
1105,1277
1759,2084
2395,781
2167,378
1337,1176
489,1424
795,1565
432,2044
2340,2277
29,9
2311,208
2400,500
197,416
447,1683
1882,1808
551,434
1670,934
1477,472
777,2367
290,1859
2378,427
1341,213
2356,1346
930,1297
1957,1217
2528,2074
1759,1326
225,182
1050,199
71,2517
32,1790
503,1337
971,587
342,2514
2514,2444
1439,358
2489,586
1964,1393
693,2188
2325,2353
2279,2010
984,2312
501,2309
1764,1379
505,129
497,1244
2233,1638
222,1235
631,316
321,704
1196,1150
1068,989
45,529
1980,1554
1452,1373
407,447
672,2193
2498,1009
2227,1062
1923,392
1329,1715
10,8
1295,1972
2357,675
991,977
2340,57
100,1363
1900,1317
158,552
645,159
1402,2209
1933,1644
1443,2484
342,2049
329,330
1635,1067
1274,1194
2524,263
1333,1794
280,627
263,1806
1965,324
1419,2214
1953,763
2395,1474
1325,1428
1062,242
2532,171
107,1074
1520,1178
1374,1369
2143,2180
1197,1798
2443,875
142,627
1382,1202
125,42
449,188
1363,1244
2291,2000
586,114
908,560
1580,1936
956,2189
154,24
1240,515
703,851
622,965
232,1062
2268,688
2061,1994
64,2371
2344,178
1980,690
2447,1646
2535,1030
932,1338
1128,294
813,1517
158,2183
2541,1898
728,1118
2001,2042
2287,1020
873,2402
2072,427
185,654
2370,1178
2371,2538
128,2419
1421,463
875,2451
210,2495
1103,419
2279,1511
1343,1129
2271,484
318,926
955,153
1366,176
1734,2308
712,131
1034,867
641,1659
1732,1185
1860,2238
774,2234
2104,491
1357,2072
2121,1642
988,2424
738,641
1558,1273
2463,796
194,185
163,1168
1983,63
889,2338
1490,981
1231,529
392,417
883,821
1428,2230
2049,1970
220,22
2349,1777
389,542
2096,541
2196,840
260,442
683,1692
1335,2228
1753,2137
2349,1329
2389,1053
474,347
1944,419
1197,2386
1493,1107
1020,2054
1431,145
59,1040
2267,509
2398,1983
322,2073
128,1987
2324,2326
2270,275
557,1074
1351,578
540,1275
1922,2158
1384,1380
313,1463
2444,2514
457,1963
806,1834
265,2273
1080,754
2023,23
772,2491
53,845
1300,869
1830,1979
2509,1387
1420,447
1579,1812
2435,1129
430,783
1798,674
1674,70
304,725
1343,449
1581,1566
304,334
1540,2410
289,2197
1453,1814
659,1651
1932,1464
2401,2519
221,1405
690,2353
2117,1909
1843,1804
1260,897
836,2434
836,40
1473,644
2334,748
1611,1897
907,2228
2278,335
765,1948
1477,1369
2317,653
1233,2090
679,210
612,1845
1652,836
648,2304
1026,2022
1119,1674
165,579
1178,2398
1596,677
481,1803
457,13
2032,2198
609,1844
372,1785
889,1197
954,687
2327,639
1743,1004
141,30
129,183
512,354
220,2347
1864,325
1740,47
776,1688
822,2314
1513,2049
2076,1657
1098,557
646,352
1200,43
1731,1194
2220,1489
684,2514
2286,2136
349,17
1438,2534
1246,1425
661,968
199,2273
1115,1875
1549,1133
1249,1113
1558,189
815,1745
1067,325
840,821
1900,455
773,2205
2417,1456
361,2446
2310,174
659,95
1520,1244
1889,2000
2364,1957
2064,2229
1985,267
1637,864
334,1843
1467,375
927,1833
2372,1190
88,228
574,2422
433,1137
1903,1582
821,1501
1633,1918
2177,1275
555,697
1461,776
284,2012
410,2089
1127,2135
2510,2242
156,160
844,921
1626,1560
1057,1993
153,2328
2127,2161
1140,723
1719,660
177,106
106,1086
2055,1059
2432,702
1052,1978
1456,2417
1137,837
824,2397
1963,1004
1842,1766
1797,1077
43,997
478,1330
786,1544
1799,209
823,775
1012,1829
995,114
1588,1431
1810,2248
2211,883
1291,1265
1728,650
1935,1301
2396,1750
1205,690
1128,1029
2349,1487
245,121
1429,1424
611,2449
2468,1025
883,1456
2470,40
1777,568
84,1255
2110,1425
2344,1764
607,2205
516,106
2172,597
2358,669
740,1868
255,824
1311,552
1646,236
2096,2472
1576,1042
732,2273
2341,1068
1858,1474
1412,98
2089,842
1221,384
436,1416
1170,1640
2153,1385
1123,1233
2403,1055
2515,2266
308,2043
604,2175
731,2154
1731,1059
2433,1059
1066,1593
2082,1967
833,79
529,993
1709,1275
1837,236
186,2434
2246,1320
2409,2445
161,659
1296,501
1014,827
740,646
911,2396
1311,2183
233,1155
1326,577
77,229
2032,1880
152,630
784,490
2162,635
1876,2413
1571,1551
2088,2490
247,1445
2490,817
1783,2537
1121,1346
2253,1047
2441,325
71,1667
187,2434
482,1572
1940,1212
356,213
137,1275
134,1893
1739,177
1984,872
872,1658
1313,2470
1503,986
1709,1839
1088,2016
1945,2208
58,67
341,748
164,2257
1464,2066
2249,57
2363,1784
210,324
1779,2400
1172,1653
2270,1738
1653,1172
1935,2133
673,1160
2091,832
2292,1554
32,561
341,1552
1289,2089
618,1642
1762,348
1258,1218
363,789
1549,1185
2410,647
485,1859
1677,2226
640,1960
1145,1563
1514,1631
1083,761
419,1738
570,1786
1852,1731
2524,1806
1616,398
2151,257
1384,872
1846,1273
1005,866
596,1360
1660,1858
2074,1111
1564,24
1041,1079
1081,581
1840,1275
979,1904
880,2162
1449,718
2148,2218
1584,1098
273,1774
1947,1583
1423,1375
1127,807
603,2290
1071,1905
2179,427
376,1801
2514,2082
651,640
1494,2381
987,1193
1204,1347
154,2043
1565,591
2483,331
83,1097
1835,2109
1071,1831
832,236
285,2201
887,1127
1340,252
1270,856
2239,1947
2493,2470
18,17
1644,2235
598,1750
1238,1216
1537,110
1832,1916
1002,1214
1033,1040
1282,986
33,2002
239,1975
832,1646
407,130
1065,2001
1755,879
726,578
1136,744
1997,800
1229,1741
2454,1873
52,1321
1175,1674
2399,2359
1198,2265
1920,953
792,968
2159,1365
1681,1717
200,1805
2374,1618
1553,2410
1045,1
1842,1026
1943,218
663,3
947,2184
2024,504
1333,1099
1603,1528
407,339
630,1411
73,934
1202,1819
542,1897
72,234
1932,1739
1385,2196
401,1577
269,2050
807,2144
549,131
734,2473
2185,2381
195,194
195,1070
1731,1852
767,57
710,1660
1015,327
484,2533
2320,751
1495,536
738,78
947,1051
777,1264
2489,2052
2351,1889
2289,659
1673,423
225,505
1463,5
693,89
2274,1076
2393,1627
1943,1929
189,1983
2406,1359
1483,126
1418,2178
1323,2374
1089,1154
511,612
2304,105
1971,1718
2547,555
1116,1316
900,1022
2149,692
2049,1475
2011,142
2404,1302
1309,504
1638,1662
1828,1340
2233,1406
416,782
990,2076
327,1833
1441,2001
877,60
900,739
386,1914
1529,1230
515,1505
2239,702
2460,1073
417,857
21,2221
1257,647
933,1248
1572,2481
1378,79
419,1944
452,140
1867,1402
2054,2163
1675,2147
1760,884
2479,2402
2221,1444
963,110
678,252
1538,230
1513,819
140,135
120,1525
720,802
2457,1462
399,373
1727,1064
343,1027
395,1618
762,401
933,1368
1153,97
1574,1707
798,410
2307,1718
428,1313
2132,725
185,177
255,1021
2381,1833
1186,917
182,225
1214,1078
1255,2237
1978,672
1460,715
540,2282
2220,527
63,252
1,1156
1112,1345
2435,2365
1721,493
1158,1275
2544,2217
2512,2158
2380,236
1452,2180
285,1621
1815,1841
1987,1321
2258,568
875,1103
523,149
1471,2520
2535,1877
1184,2472
1605,1800
2063,803
1280,740
347,959
203,781
1953,1837
2050,308
2448,2016
912,1159
1052,2193
2449,592
700,2451
374,1080
936,850
2111,162
114,2031
96,167
2266,1702
1907,2371
1082,490
55,1364
1967,1158
2033,1836
2303,2246
976,1703
582,1270
2387,762
938,1663
955,940
371,384
1074,1304
1315,228
2012,2004
1737,1343
941,756
2150,616
1141,1152
1868,1618
1552,922
1786,2343
11,490
948,628
2443,56
23,626
742,1459
179,851
2212,1168
2195,1149
2159,306
372,179
539,967
489,1882
2298,1498
712,130
270,2008
984,775
1382,1139
1746,1065
178,1866
1139,2441
15,9
78,1776
464,1629
250,2539
2174,1544
749,1115
1838,1632
2123,2228
1329,686
396,1839
791,2022
2490,1097
1741,1862
1884,0
1754,2303
1818,888
1793,1530
1717,2128
1310,1725
1133,1578
2263,1839
1875,352
168,1553
2377,709
1469,420
307,1117
2105,1228
597,22
1618,729
94,614
1080,1364
103,1957
1972,145
854,378
2525,990
500,1146
2134,1834
510,2220
2354,1390
314,1437
1545,1394
2150,2028
1723,2259
1703,1685
69,2252
643,1917
1770,2289
1722,564
1371,1009
2180,2032
267,2008
669,535
2236,638
529,1499
902,1497
2138,575
2111,1041
392,687
1935,2531
1920,1762
1178,2004
1070,772
2077,482
2221,227
1212,1147
1148,390
1398,1635
1783,1033
2235,1728
237,1141
125,2273
1695,1030
706,2515
1583,2223
837,2053
2359,844
1414,1365
166,1572
1897,981
1502,1970
1336,77
655,1403
1127,613
892,2306
1324,787
2152,516
429,39
840,2079
114,1243
1296,2269
1845,39
2305,2293
1400,176
1250,916
2470,469
2066,1386
552,158
1846,483
1447,1109
1266,1966
2090,58
230,1538
2370,1081
2238,1104
403,2500
2361,2031
1416,1924
1398,745
1393,1229
281,2402
2238,1860
2274,1523
737,1461
254,198
2316,1880
935,502
1640,1501
156,2049
2269,135
2546,2122
385,2218
1029,756
2548,1370
136,713
2309,1296
1874,690
1169,1731
895,2264
1961,530
937,2408
1945,1932
2136,87
2439,119
290,1188
2152,403
559,2147
1893,1972
105,245
1575,2054
929,1196
978,2438
2525,687
1022,1512
2534,826
1786,308
1190,2286
451,79
2035,2181
1949,1210
1753,1642
428,2470
1877,1567
2367,575
2522,476
637,730
730,278
1546,1385
8,39
1471,1618
129,1105
2346,2282
1218,191
1158,1198
614,2032
1636,949
732,851
1210,1642
2257,1779
769,1199
1292,1147
521,1009
366,1674
18,1638
2379,328
1001,2335
1668,1659
779,1636
1371,2003
1355,736
1259,942
1417,1254
2027,1182
9,15
2163,1449
1908,960
1304,2021
1209,2102
1497,1739
2373,304
2201,2355
64,474
1666,2481
1918,436
331,1685
1727,991
333,1910
423,1606
305,927
1040,59
236,2380
1758,802
1945,1553
1287,2348
714,2180
1998,230
2115,10
1168,1222
2029,1445
460,581
381,2072
469,836
1935,1542
1793,1811
1686,2295
202,723
1866,517
443,2234
90,1735
607,1750
858,361
1516,918
1961,481
1483,2077
1952,2503
2169,1462
2321,922
2042,1141
268,1747
704,32
2188,599
151,1446
2472,2130
1831,639
330,2205
1299,735
1821,1259
645,2248
2306,2484
1610,870
2000,1241
321,895
415,1881
769,1036
2497,1273
150,1785
1660,661
1802,593
1596,2480
1504,1427
2160,578
958,1676
1893,1812
2507,1027
992,1936
1045,372
2288,1552
1999,1000
868,836
2214,1226
1831,655
1685,181
1921,1022
1506,1432
2043,154
1864,1067
565,2160
1548,2344
1422,441
441,1294
2147,2543
616,500
1551,2049
1915,743
2054,2260
526,2488
137,2346
131,21
2469,1726
1973,1356
634,2031
21,15
1447,1356
175,1028
2505,1260
821,2478
111,2359
1546,1697
660,102
716,206
1721,481
1020,963
1855,131
1880,620
1990,442
789,969
2239,1526
2407,1361
1499,259
909,981
2120,2482
2537,305
2332,1642
1969,2067
1143,2168
1896,738
48,539
481,2158
1405,1101
1412,1674
1609,1218
1674,982
2141,627
612,1174
401,1669
1064,2460
1846,567
801,1681
1984,437
1937,960
86,1407
1764,2451
719,2500
1638,331
1238,1745
1952,1955
129,447
2169,234
735,1790
1798,525
464,742
1170,1501
636,1538
381,427
1427,1004
1653,283
1728,1804
2397,1442
2322,34
146,1359
761,1342
1615,1407
1977,1076
2392,688
217,411
304,1293
626,1310
1010,1819
298,315
974,295
2292,2328
259,1951
709,1360
588,2538
123,292
794,630
1895,1463
1384,437
534,2310
962,1329
2137,1004
470,1256
1831,2413
1693,1505
1910,1215
2474,1727
56,1356
1191,1187
262,308
1887,1264
1894,2188
485,1499
850,524
91,2363
1998,1442
2280,439
2291,1193
1757,327
414,1117
2293,301
1600,299
2060,502
1648,1553
2072,1815
1431,480
1289,2071
1567,302
2468,30
2359,111
2312,1638
1055,768
246,2399
2395,26
1931,2484
248,783
549,130
332,2216
382,497
1701,1257
1512,898
65,872
2362,698
1372,1342
2039,1658
2180,714
1617,1459
1715,1854
1548,1154
944,2234
1139,1114
136,1223
1484,2033
1759,1918
1312,390
857,2438
1247,2328
2472,903
1347,2144
549,339
1389,1861
1093,2018
2456,2302
592,2449
1706,193
767,2457
2512,1922
1291,2301
58,1102
579,96
1795,2143
177,1072
937,689
1576,2333
2407,248
1337,1073
1286,204
1720,179
1978,796
891,1995
1139,292
710,411
229,1831
1325,968
1847,121
489,1808
761,145
2218,2148
2317,2220
368,2398
2336,216
1051,369
773,2441
1923,1594
2007,1475
242,1062
2503,1570
813,2411
603,2170
1838,500
1855,968
569,2000
796,2227
910,388
1931,1915
2229,2382
1551,133
1917,1135
1162,131
319,1929
2004,1520
271,2513
1933,675
852,209
236,832
1791,2031
429,875
2495,324
1736,1628
2181,1119
401,402
291,429
159,181
725,952
386,135
72,2254
116,547
2197,1701
2070,1648
2268,221
1546,765
1539,584
818,1549
1193,39
2434,2258
1845,1941
1881,767
1742,2054
180,1102
1552,500
1122,1819
1150,36
557,1735
2124,212
251,1523
2199,4
714,2080
2132,1170
1168,163
2146,250
900,899
810,326
1623,2351
1089,1584
1534,1478
2038,1516
868,2444
1680,994
435,2484
1779,128
124,1618
733,1600
1717,1810
907,1957
1284,2433
829,937
2151,2089
448,1296
439,308
249,89
2298,1399
1602,1947
1470,2102
806,224
1580,1684
1372,145
1482,437
127,993
1380,353
1239,2005
288,1059
1956,1943
654,179
459,115
1373,132
587,261
820,104
2173,998
2141,1004
771,201
1236,111
2017,2173
700,1764
113,1055
817,983
1965,580
1354,1362
597,2172
844,999
338,2033
2040,898
629,2493
1741,873
1165,970
1866,1413
444,2066
334,863
365,574
1173,2352
784,376
1264,2393
1558,1340
1175,2169
237,1732
1235,2279
2066,1553
2227,1429
567,577
1121,955
1041,2111
1841,149
1215,1996
1760,1824
1312,664
1646,1351
604,2090
837,1137
2374,1875
2085,383
1676,909
365,576
1891,2100
1413,2344
513,2442
793,1982
2064,1985
1545,926
1510,1607
217,1392
522,2226
1054,1081
1463,490
1120,723
1010,1122
1,1045
164,729
2457,210
1296,750
1343,2439
2087,1773
2159,402
1566,1858
574,1456
913,369
1707,305
364,2026
2148,1774
2343,2239
125,851
754,646
2166,1944
1160,290
1535,981
1074,1735
2234,1747
50,2380
381,459
144,773
1352,2010
716,1489
1338,412
2398,548
1050,1429
162,1038
2309,2269
591,2162
1643,244
1691,252
50,729
1557,628
159,1122
1321,536
1542,2522
1572,158
1473,1227
58,614
1796,230
962,2409
1167,1656
1782,1030
329,325
191,1638
289,2127
2430,1979
2507,429
869,1968
956,1010
390,1275
2144,1376
77,385
801,1907
76,2066
1002,2036
1141,237
2329,859
90,1930
1285,1983
1626,575
480,1632
1630,794
2480,2102
700,2362
1313,468
1317,352
595,161
1860,1802
1410,492
1429,981
1163,1996
2409,416
1787,1505
2405,2450
954,2306
2046,2102
1221,1586
463,836
952,2543
2303,1367
2257,1036
672,2519
1392,762
2286,613
1557,171
1655,348
2193,1053
1079,1353
270,1290
2101,1898
1770,553
482,2481
1240,1505
2031,913
2469,2465
1812,2140
1687,646
146,1690
2241,1527
2361,2100
2508,1427
1499,529
1558,1521
299,1600
1049,1924
2036,1380
229,2356
2424,2467
602,483
643,2412
2400,504
2358,393
1571,1079
79,2416
455,1902
40,836
1670,2340
740,1280
1493,2154
264,1079
605,67
2198,545
2487,470
1628,224
272,2406
353,330
1057,2125
1833,2054
1990,1778
2218,385
1630,1387
2080,2444
1338,1025
697,2547
420,2115
924,625
2196,968
960,194
1490,2036
933,153
1528,1800
1447,1790
2010,2279
240,912
145,726
583,1127
754,1080
1174,2180
372,545
1462,565
1335,2359
1283,1571
53,1422
3,17
214,1675
1088,135
2112,504
1018,43
2228,2481
2348,757
1498,2359
1362,2205
2477,2248
582,2514
2520,1356
2169,1885
2175,864
439,735
1542,1616
1210,1215
1884,1559
2252,267
762,1136
870,1926
2071,2350
824,145
1059,2055
1885,444
1498,2298
680,1441
219,2
1892,1211
161,1636
614,1880
1645,1140
49,2446
1497,925
2204,2039
1619,2462
926,1135
898,1639
1955,37
1164,1042
833,1371
1511,82
229,230
1872,999
384,698
1825,1770
1073,754
1018,2532
1465,545
885,1000
1299,1549
755,2452
377,1713
253,1937
1436,2540
2365,1760
1144,664
1899,1057
2334,423
1919,560
2110,267
1339,1003
646,1030
438,1040
960,1739
2280,1833
107,785
1794,2183
168,647
1819,1837
240,1122
2258,1010
803,1600
2496,2353
286,2228
415,635
1834,788
1902,603
1218,402
2421,1177
184,742
925,1497
1309,1528
1271,2362
1486,686
2384,152
1678,657
593,81
1532,904
1486,1989
360,1944
1345,2533
814,1846
1322,971
2148,2168
2037,730
2530,2512
651,1787
2130,1812
2258,575
360,901
234,1627
257,308
426,1228
2491,270
1109,913
184,1617
1241,1719
1747,2234
1869,413
2304,2488
1201,1504
2242,891
1450,1794
1248,704
1418,207
1185,1951
800,41
66,987
2426,928
617,1120
671,329
2200,1929
1187,60
2531,894
2009,1651
2261,1870
35,1416
349,549
416,2471
205,2167
2382,615
2500,885
2467,1966
1358,775
1285,1293
2069,1375
1838,516
693,1894
846,533
141,1875
744,2039
2332,1215
1774,2218
876,1643
2193,2308
2016,289
2232,1287
1922,2186
893,533
1176,1859
286,1183
310,219
1713,1261
295,299
578,428
288,216
2115,837
587,971
148,1279
1515,1650
60,1661
393,850
1776,1893
1622,627
718,845
586,1004
2374,1115
1982,2084
2545,1491
297,836
802,2131
647,76
2522,1365
859,1508
1643,972
1948,1784
1814,881
1659,413
2083,385
2058,2037
2104,2382
1294,1278
1915,2203
1981,1099
2290,1432
928,1193
564,519
354,2284
1070,740
12,9
1084,2066
2478,1064
758,1065
2473,1534
1357,2032
1018,2303
1818,2012
1985,2443
2081,171
987,1229
349,198
2542,291
489,1835
2194,302
1264,1879
880,728
1841,1405
708,2179
1403,1600
2139,1678
1662,420
2477,2437
370,1310
1608,1816
1929,1446
403,1035
380,242
1853,1681
601,814
1576,1913
2086,2225
1477,909
81,699
488,1150
15,248
706,2266
1970,1551
2313,2377
84,964
1242,352
1737,2477
2401,1065
186,2470
38,782
201,851
687,1731
463,52
1051,2454
2488,2304
2108,2335
256,210
377,1351
1193,1393
1550,1750
19,1492
1665,2495
2405,914
887,2135
146,2406
1125,579
937,776
2464,992
1869,1252
413,2178
92,1918
773,325
603,1976
689,1692
943,443
2210,1245
1164,2237
1200,2481
1944,1750
447,767
2154,1493
656,969
1807,1522
951,1560
1009,1139
2188,1578
1120,1981
1912,2463
1392,1290
1049,2463
1791,1316
1916,1917
513,1896
533,67
113,1250
848,1009
216,2262
430,1939
2222,2524
721,2232
711,1352
1569,57
1104,2176
931,1624
2013,1694
1066,2144
2479,2503
652,185
1244,2025
1088,649
694,228
1046,1146
773,347
425,296
417,833
662,1070
1798,1160
994,1680
1641,2021
387,1866
2056,338
2345,575
1965,1462
210,500
1833,927
673,1353
162,2356
950,464
294,1593
1906,2101
1622,280
917,1444
1893,2487
2323,1900
155,1804
2319,649
1653,1841
1233,2364
124,1973
699,184
