Talk1,Talk2
1618,2228
450,1812
5,13
884,709
2085,865
1389,1128
1901,2196
747,1688
64,1616
1408,1352
910,1287
1275,1158
11,766
850,2037
83,657
1649,2179
1738,39
2256,1848
1297,965
1369,1014
1760,292
271,2140
1827,55
2103,855
1381,486
2252,1104
1982,863
578,2211
1556,2224
704,244
1796,0
2451,72
640,1203
35,524
171,82
2354,149
2087,1670
850,2455
250,227
1541,868
43,482
1367,1459
655,913
670,1441
2015,1032
2110,30
2447,2311
1759,1668
1949,2532
515,651
1307,1321
1032,1885
1461,1061
1224,565
890,592
275,2279
966,1113
42,1908
823,576
2057,837
1568,140
200,761
18,352
1868,2368
2081,1573
1126,1722
874,2492
478,2494
2406,1544
852,2271
1804,155
1589,782
1909,188
1146,1496
285,162
2390,698
1135,1414
337,278
680,1152
379,1321
1320,1906
2488,62
788,2134
875,315
653,2317
983,525
961,323
504,2419
1431,1972
2178,1381
215,2526
600,2254
2318,2541
2455,1685
691,2351
1622,133
386,1235
1646,1159
1648,647
1818,2309
1684,699
1794,2389
1148,2424
2438,836
1289,281
789,573
354,1845
378,2186
2480,82
2445,2355
1068,815
451,2038
1241,102
878,2311
705,714
2005,2308
1299,1133
513,1816
1138,1639
2122,37
1595,1371
751,137
1545,167
2158,1961
1589,1868
1416,436
141,1115
58,604
268,1946
1359,1250
980,1079
1444,1995
518,1413
1476,508
1272,1340
1198,2178
1623,324
66,896
2228,2193
1023,796
1672,138
104,1195
2059,2104
509,838
314,2218
1080,366
328,682
1771,2291
707,1707
1568,528
1694,628
1031,937
650,2176
1836,1044
141,1938
2194,20
1351,575
2481,1379
1241,793
306,666
609,732
675,1738
2249,1185
281,873
1113,1488
1166,324
2225,1124
356,540
1185,1921
893,1714
138,1275
2242,917
545,1402
1491,1948
2467,996
862,2122
2431,2228
2457,33
1253,1441
2396,911
463,186
9,12
1943,2513
664,1909
1198,1418
1226,72
1044,670
1419,1461
1714,1258
494,2066
1625,637
1051,947
1658,2313
1370,229
2095,239
642,516
704,1107
2412,1490
2004,2255
2188,442
981,472
2538,587
1365,1414
278,637
1113,1382
322,899
330,773
2175,2301
1524,1273
1321,1008
2300,1355
903,181
339,130
2276,1569
1901,468
690,1308
596,1832
1724,1083
1665,324
2143,113
1784,1946
2243,1597
2270,2310
1890,2042
2002,33
2297,1811
2405,2356
1874,2353
310,2053
30,1414
646,1687
2252,451
2311,1819
1108,2382
61,352
2474,1357
1774,1425
1272,1523
842,410
2122,2526
1656,623
2038,832
1815,427
1350,766
2528,1672
1941,41
1996,1605
933,905
1711,185
1577,203
1654,762
858,65
2206,2276
1794,1076
2549,2293
1650,1661
2087,1762
523,1820
2187,1077
1871,2380
456,1165
798,1799
1117,147
2064,2421
2277,2210
951,317
2324,308
13,2221
1504,1166
286,1622
651,515
2184,1998
991,2502
1424,2484
44,1899
1507,558
2278,288
1827,1352
949,304
22,5
510,177
631,2189
1279,1691
2297,717
2264,751
2223,446
1486,239
211,2131
2145,2250
437,2492
2221,1535
1233,606
1822,764
638,2236
1533,2010
1681,425
1897,2036
1902,623
2165,1877
1283,843
750,2146
2336,250
1191,1824
1531,1359
1116,1601
2066,728
1297,1625
1426,309
1632,2146
1339,1969
427,2179
1409,1024
953,2017
172,543
1360,1387
2202,907
324,2547
1293,1861
1202,250
2478,327
1418,263
1171,2165
1427,637
442,1520
523,522
1085,1676
1405,1216
233,1065
474,380
523,229
532,1848
51,1644
244,466
1692,167
394,281
2145,209
1025,1351
1376,272
779,2310
2028,2114
923,389
1562,937
50,596
2403,1696
1706,1460
23,782
2483,1719
117,1907
1817,1225
1107,1277
484,2196
279,266
440,1
319,1979
1094,161
2125,791
741,126
180,1263
725,876
158,1311
2031,2374
1509,1200
2256,501
32,735
2000,1631
953,55
2157,319
1957,1575
2360,1228
2483,660
746,2258
1910,1255
987,250
788,1023
2424,832
1158,1967
2053,340
1533,1313
2046,1781
1169,43
1614,2295
395,1152
2237,1255
1156,2080
55,1575
1205,1980
1643,658
142,2183
277,490
1771,2076
72,587
1478,550
753,2189
1517,366
139,378
1277,2153
2076,2300
1451,364
583,2003
1735,632
411,121
234,578
888,1778
764,109
2004,2025
2428,869
294,1128
2526,481
1302,1332
2343,1785
1909,1751
2472,181
1364,2205
1698,1831
1374,709
2074,1939
1490,1150
1708,2304
621,1384
137,648
2291,2002
2177,2197
257,199
674,1993
853,1079
1660,710
2392,221
2304,1583
2347,2443
1623,1879
1567,1607
2415,1204
2339,1618
2020,479
641,763
2229,2421
1421,467
829,560
1101,1350
239,2281
1288,229
91,1071
1687,1401
147,12
1222,275
230,636
870,1610
1468,235
1315,146
204,2230
202,1249
650,1843
1890,237
480,1196
80,2244
2238,2337
2231,1217
606,2364
2144,1204
1921,2055
887,613
1142,283
416,576
337,775
1366,1212
274,1837
611,1981
1633,1816
2051,271
1438,2341
2103,1114
965,454
1356,2248
1359,2180
1713,1916
1948,550
1789,873
303,631
1299,676
2344,1866
0,2246
737,1083
998,551
660,2483
799,17
2429,119
2113,733
1279,252
2024,121
1839,2537
274,918
1203,1361
1510,1945
543,2349
264,2111
863,876
1199,2400
1034,1021
1435,502
1124,1297
2152,1205
1017,1782
1066,800
1913,2033
315,1102
1921,1056
2449,1981
171,39
1704,1475
296,2010
1,1785
620,1691
1692,1883
43,1572
1727,1501
2477,1027
774,2325
653,1281
1081,460
1100,162
729,50
368,2283
724,938
657,1859
190,271
1887,2525
520,1233
1381,206
473,2340
957,537
756,879
882,1921
1912,1905
26,181
2229,615
2323,2429
490,277
1195,1976
1514,2000
1648,1030
2419,1779
1689,688
1441,1352
1104,1811
1010,2434
469,380
2069,1136
486,263
1232,2437
1757,1156
2325,2234
1042,2313
1904,1690
1445,1356
1494,2309
2082,1600
1434,672
452,1
1502,1777
501,1818
1822,2123
2423,1204
2147,1987
521,1904
327,991
126,981
1336,385
408,1260
845,270
215,989
2327,2322
2038,2075
2217,770
772,2277
1212,406
1515,145
1886,382
22,2172
1067,1192
556,2180
1149,1968
174,1039
287,1614
1110,339
884,353
278,2452
2254,637
1213,2513
1970,73
6,12
1784,2173
1387,646
320,648
2065,1339
1432,2170
1416,1143
2113,2495
224,2228
1279,694
1145,831
1478,2289
1326,839
314,1425
881,184
231,1776
1146,1768
1362,2441
638,1517
1834,1445
1079,1986
1264,180
1517,41
1177,979
1104,717
978,503
397,1290
2379,1952
431,1839
529,45
1840,335
488,480
129,182
2326,2324
2379,1964
564,1243
487,1465
532,2516
613,585
2267,2365
799,891
439,1133
2418,2290
1166,72
173,657
2504,1666
1608,31
371,1994
2547,412
1044,1002
1365,1356
1013,2500
262,1666
218,776
2118,477
2202,430
720,1308
2366,181
2071,1607
1007,619
2219,2269
633,414
90,1231
2132,991
1315,1431
859,126
663,2053
967,1038
2323,1129
2310,534
1876,1712
1109,1357
530,446
371,814
2266,706
528,216
32,1244
817,2318
952,941
1451,2026
218,1457
988,1947
951,1290
2182,642
563,1296
1295,785
644,4
2534,215
1684,1586
1291,1856
2041,1188
2427,1967
2128,2332
757,1538
1265,1887
2271,244
89,1943
1202,36
2322,1698
1816,1667
1859,1056
2347,2442
1280,939
2085,403
173,1907
1035,687
1322,1344
2305,2222
1030,1137
389,540
869,2533
1995,338
1973,2401
925,1739
2132,669
97,688
298,2293
953,1364
636,611
1000,954
1241,246
1015,2478
1043,621
142,141
513,225
1228,2105
1788,397
167,1692
1759,1282
2468,2501
2520,2248
1166,1427
260,1926
2367,1456
1836,2429
1727,1668
770,2544
175,597
2083,745
153,576
1789,2190
144,1067
786,1425
1122,2434
249,1213
711,296
1186,1995
2033,1913
1449,812
1631,102
2337,2511
1182,1228
1548,387
2374,39
1015,1491
410,2250
59,2168
779,1195
699,1813
1334,1204
2438,1307
2501,1400
543,2281
1061,1005
38,1348
1310,1223
1184,1618
1531,1926
2190,796
2543,524
1843,1016
745,2308
208,918
432,1527
806,158
265,1685
990,1832
1814,384
797,1712
51,1372
1208,2044
2351,1623
1809,943
1364,966
1676,2447
1023,1995
1472,315
909,1477
823,2445
480,2487
286,2123
1996,714
1496,500
1069,2217
628,2212
1008,1801
1396,57
270,1321
1237,2094
433,313
410,209
539,1370
2418,1387
2494,1575
2176,650
529,47
348,709
583,2403
1051,888
1267,136
495,1135
1155,233
166,2431
687,551
1780,1973
2456,1046
1055,1927
1600,295
1813,81
1962,2036
359,2228
1911,1086
1444,2510
72,82
487,1777
2409,2078
1129,2289
396,1701
1986,442
1764,700
1942,1609
1184,1868
2182,1407
386,497
228,1248
1938,369
312,2301
431,1198
1814,1813
747,1204
1021,996
942,2385
1700,2517
1446,1943
1800,1603
2287,2437
1425,2148
476,1448
635,735
21,29
1520,442
1924,1839
1248,1340
1444,763
1455,1110
2025,1520
2500,1013
2056,1929
2421,355
693,271
1787,1693
572,1136
1975,1846
662,1072
224,637
404,1707
476,128
610,1554
699,1629
1677,742
725,2042
500,1496
709,946
1170,1633
2072,1076
1821,2134
507,2003
1240,1693
371,1529
368,946
957,2465
1502,2049
770,2217
1667,1633
343,1327
1787,651
1217,1505
2541,2318
2452,278
829,723
161,1128
2291,857
597,997
1092,1782
641,535
985,2102
170,1542
17,781
997,2233
213,803
354,2371
2533,1345
1839,1033
1414,913
1175,261
477,2421
1800,1528
1213,2186
775,242
1878,2080
1355,1059
1039,2472
184,649
2426,614
1477,741
210,2473
1231,287
1034,591
1890,1202
1394,1572
150,2248
1195,104
1174,1926
1697,2167
1179,212
2303,1705
1482,1984
2416,729
301,699
228,145
364,2457
1233,926
787,164
341,500
2259,1383
32,1549
1237,674
120,1124
2113,324
847,827
397,306
315,1472
673,413
1082,663
2300,1007
494,11
683,552
1756,1327
470,2456
2288,922
580,2089
1138,1139
87,2114
753,52
2394,1510
874,872
1650,1872
1897,472
2226,630
1801,77
1586,384
425,343
2151,281
509,1969
1522,1340
929,1899
2044,1208
1749,1332
1762,1920
655,1765
1127,2423
2166,1164
2041,181
991,2079
1689,1817
1212,176
273,1359
2453,508
2073,1491
625,957
1634,1110
173,1091
1473,1444
1857,1926
1592,281
1810,1195
2253,817
2196,379
282,2227
699,698
623,340
2089,410
2166,419
1384,874
960,42
2104,615
1756,453
1211,85
2064,909
2343,1526
1024,2461
719,1201
1409,2341
2160,575
293,601
1402,485
2189,441
2484,2039
2546,2151
2425,2481
2067,999
857,469
855,2295
2111,2498
2040,2134
1492,2251
2233,1375
876,2042
204,1428
1586,1813
805,181
2146,866
2119,1672
1271,698
131,688
1468,2458
2005,1239
682,328
1891,1308
1124,2513
2097,828
635,439
2207,689
2025,442
2016,1298
1673,2301
2351,1879
1751,2117
2530,177
2417,2160
1723,1194
856,926
2215,1352
669,1727
1403,655
2272,1418
1236,2228
2385,1477
1042,2419
1866,2326
313,3
311,2286
647,1648
1541,765
1153,1634
1743,1427
1988,2259
465,1008
1813,2536
1131,1208
204,1022
1919,1113
1936,992
1109,1451
1831,230
2039,743
906,1380
283,2072
1522,1523
373,1542
289,1418
2156,945
895,1230
673,1252
1827,296
1807,63
348,1482
191,122
493,733
628,1694
741,1477
1675,898
2232,731
781,1089
484,244
994,1936
127,316
1359,916
1504,1868
175,1793
1244,1908
1081,961
928,1229
1612,1843
1929,1055
2184,1831
1927,1055
2302,1604
391,934
235,664
1549,1547
2055,2540
1015,1990
1903,1513
1136,1941
1863,387
1079,2498
1321,376
2538,39
1525,1383
1416,1667
949,2011
2002,1536
2315,1909
2314,791
401,839
1032,444
1330,2160
1452,1320
137,2282
2307,1934
841,407
2061,1997
901,72
1432,1976
2117,948
1642,1215
2526,2285
768,1359
103,534
2346,137
1327,1756
1717,1681
826,1748
1112,2285
1032,1028
2522,397
1615,1166
1901,2236
18,349
1294,843
178,1863
1369,472
580,2546
2259,411
998,1020
1399,659
192,1332
420,1582
1142,890
494,490
239,1487
1367,661
1455,1137
169,867
1849,1374
2117,664
909,2382
1785,1306
1420,1844
1834,913
498,2066
1105,2007
351,769
570,1560
1335,158
1920,1975
1986,1698
403,1731
2379,968
2354,1621
605,604
14,17
2210,1982
686,1486
1629,700
1785,1
2485,1312
1232,643
1461,385
129,505
2062,1088
161,1478
319,2186
663,1137
2239,2432
979,351
1397,2187
1768,1552
1732,1733
605,1471
467,1885
2332,361
102,2119
293,1883
2219,2512
1226,1201
2016,764
2423,173
584,500
1232,1027
99,1932
437,872
1135,1365
433,1303
1256,341
1092,2066
2226,2356
371,2109
2128,156
290,36
1821,2299
547,1020
342,1728
779,2477
1649,1916
1185,1078
1841,381
1099,404
135,140
2529,1798
1335,745
2118,770
1544,2218
1565,2346
1443,2306
109,2228
288,1840
2285,1968
172,90
559,2543
1509,816
2119,1938
689,73
1037,1352
2314,2125
2032,889
1126,1834
2134,343
2299,1031
1764,698
1559,1061
442,2189
1355,1185
547,307
964,1854
2334,470
346,1933
1814,699
732,1844
530,1269
1019,489
582,1233
1965,1989
2335,1001
1597,171
808,563
1328,1117
1753,1434
2209,2146
548,1332
515,1960
312,1980
1295,1893
945,2018
2206,1114
2216,514
2516,1250
1727,2478
927,1214
1154,1335
2268,1401
1850,1131
963,787
1501,2408
604,605
1807,1523
340,339
305,860
1085,1604
1823,1707
1771,346
737,464
2246,2415
2391,1902
2287,998
1337,375
848,1852
1151,2267
355,939
1890,56
499,2063
476,1733
1364,55
822,1057
507,713
840,638
2021,1914
1402,2186
862,851
887,2256
484,2532
2240,1608
1517,2328
1910,333
1309,1495
222,1635
1066,2423
1557,2077
1650,566
237,1478
1263,587
167,161
240,294
220,1569
794,456
1286,1394
217,153
2445,1611
550,1948
534,1093
645,2361
1538,324
2490,2541
292,1139
2092,1992
232,917
64,23
1758,1356
704,895
1907,565
562,819
1469,260
2088,1190
2063,299
1026,323
2471,1689
1327,343
1405,1398
796,2463
1615,234
1751,2315
468,205
2427,1024
998,687
1110,1137
2318,44
1928,1446
1736,454
906,872
1672,2346
453,109
2455,850
359,1335
2232,151
680,1793
1247,707
1926,1610
1839,438
30,1365
878,1390
1124,60
1991,369
1820,1390
1505,1361
209,2089
1011,2494
2003,583
2165,1302
193,448
1307,1819
1346,878
539,48
1938,2014
1071,2002
2181,1479
858,2185
1928,218
606,926
916,2256
1446,1357
1918,1416
2035,1861
643,1020
1167,224
374,1587
637,278
1808,1940
959,1450
916,583
1628,261
1530,1694
1690,2516
1979,1829
1108,615
2243,1201
2443,1477
1488,1440
443,1946
2121,65
1413,1549
455,2134
1962,336
2284,1392
944,443
1567,1945
1100,420
1475,399
2020,677
2512,2146
1748,83
1701,1839
2134,93
1199,60
1928,1929
668,147
1186,2510
792,1302
332,2102
1518,441
164,1504
1829,1361
538,1641
2206,632
1837,1447
1990,1801
1358,1354
1330,567
561,736
1086,106
385,568
1903,625
193,1130
491,1984
1601,2457
2263,2196
1485,2293
623,1656
230,1796
791,2246
696,315
11,24
2161,486
2316,769
1341,1967
2220,2127
667,230
2444,1466
2099,2053
48,810
1710,1600
1613,508
1375,968
1875,1242
1165,587
652,1867
1522,1178
1568,391
564,948
1077,567
2249,36
1154,1058
870,1174
776,1892
2540,1259
100,216
1077,578
1612,717
726,1422
1812,1893
1089,1098
602,772
1182,2036
226,2211
1666,1209
881,1629
2186,1943
2365,1151
20,1350
2354,1820
1808,1424
721,305
680,1365
785,968
525,44
1438,288
982,993
741,472
2514,134
446,1487
1340,1522
44,1197
2534,2285
1571,2023
1489,843
42,179
533,604
324,1623
2052,1209
1432,104
2244,2291
121,2472
2422,2367
1458,264
922,323
41,1821
2375,2549
1556,1864
46,860
254,181
2455,342
1021,2304
89,2186
248,1361
2205,123
1628,1167
1628,1165
1361,1147
1340,1558
1213,697
1112,2250
2487,2529
1765,1515
1142,621
2183,309
1004,1427
2521,2509
654,2039
1460,1040
2002,39
1940,1897
1395,2097
1905,2122
2175,1856
862,550
2476,2532
1467,2214
188,449
155,825
1029,1128
519,1395
1625,1215
1846,1854
1115,2356
1777,487
2347,1856
2126,1394
43,2481
1786,570
301,894
2534,1500
290,2386
1524,1521
1457,1943
639,1698
2328,1392
2523,664
2416,69
895,1862
1616,38
269,1921
1755,1308
71,1713
910,151
1041,539
2245,2070
1490,1897
835,2380
2176,1804
1466,402
113,1926
919,1254
2335,2054
2208,2053
1022,204
1007,432
2301,1673
2292,605
882,1078
1074,107
1987,270
1516,1377
108,1336
254,748
2109,2480
1897,2039
1688,747
249,271
1171,2163
48,2033
909,1155
2519,2518
231,1894
2207,776
1629,698
1114,2205
2541,1197
605,1692
2415,1347
888,1818
655,822
2059,2421
667,1947
2345,1933
2170,1195
1787,514
325,773
1313,836
2394,2071
752,486
2446,456
346,2531
119,2429
1793,680
830,274
992,1435
2101,2114
1480,2214
2144,1347
950,762
1043,419
816,2298
2507,1949
1429,2190
1789,2472
118,894
313,21
27,8
2199,331
1111,355
1240,514
573,236
1389,1629
2241,886
33,1071
1461,1559
1134,2359
1077,571
1314,2310
810,980
37,827
2546,580
2309,1778
423,470
2236,1517
1554,94
1577,401
1197,817
1982,304
13,22
1933,1337
843,1859
538,694
2537,1040
2158,493
1884,1370
679,1873
1468,191
1711,215
892,1178
2087,383
2324,1666
627,2183
2543,78
1716,2446
898,1440
2326,517
192,1404
1520,2025
1961,1418
2052,586
705,2403
1165,1628
1908,42
430,164
64,661
2437,551
2198,446
2537,1132
1217,2074
1718,521
1418,1281
1992,140
1570,375
2353,2496
2140,155
408,1255
1096,2248
817,2028
2488,1760
1879,2351
2259,2400
636,1796
518,2228
551,1396
634,1356
1621,1862
873,519
1298,1545
455,1395
1744,351
1656,340
1289,1343
1888,2328
1949,2332
562,73
1206,1128
2322,581
653,206
1274,2254
586,1154
75,43
2339,262
2110,1135
749,2356
2197,438
140,1992
1750,329
443,1809
330,1639
2274,2212
703,300
375,2370
453,1622
512,2133
2430,1447
105,415
93,694
2059,615
903,2472
428,463
829,144
824,1698
2162,984
1353,164
112,1137
1145,1494
1464,198
2280,843
66,1102
775,278
1655,1431
524,559
2531,364
1543,1310
494,2529
761,2513
580,181
526,1428
1480,968
73,1670
181,66
517,2197
1864,326
2190,799
2,460
2501,1361
1079,1690
2039,2203
1696,2403
1826,369
2169,225
85,1358
1953,1630
124,1356
576,217
1584,497
1102,235
781,219
955,1891
1091,374
1087,1900
1703,39
1818,649
2302,341
1840,2539
2525,1484
1111,1006
2474,940
2440,2122
967,1009
1652,2438
914,1820
2346,2265
17,196
2309,888
2401,1441
1175,359
1693,1960
2140,2182
55,2504
1306,1465
374,754
2240,1776
1164,600
1950,478
559,524
44,2028
30,338
783,2205
759,2409
1193,987
282,799
718,913
2231,1909
1312,2448
2303,484
1328,340
2343,2209
1390,630
958,1832
675,894
2430,923
194,448
600,1004
2524,948
1193,2517
2399,664
1449,2316
516,423
2030,1025
1738,1907
1076,1977
774,2176
1913,857
890,1762
1414,30
2542,2005
1516,79
1959,921
429,124
670,119
930,1625
2219,391
245,2112
2215,296
2298,1157
1844,869
298,138
1775,183
588,1383
1449,2163
321,993
1147,406
174,2310
1349,2180
813,1392
2380,1236
421,2100
1110,2099
2430,2227
2034,472
497,1235
2084,1860
1638,968
2165,2053
1246,1322
1610,768
2325,1747
366,1080
2080,1048
2296,176
170,1907
2284,727
2250,873
419,1750
1284,1401
1042,1164
52,1652
1383,2419
172,794
2398,1273
1379,143
1827,1756
667,1381
692,1513
1485,1207
916,1359
2295,1436
2354,1346
901,2010
456,1628
256,39
1374,36
502,977
53,744
1254,2188
1860,601
838,373
128,1525
292,1483
24,29
975,1726
926,1233
1020,2437
1526,2209
1389,863
207,263
1449,2374
2541,2028
1786,1
1868,352
1806,241
1332,549
1925,365
806,683
1703,2402
700,280
286,430
2439,2429
1507,1638
861,703
690,2190
2495,210
1644,1829
890,1784
1298,248
1229,1193
13,5
1741,335
1344,162
1598,486
2456,1146
565,2422
1850,2502
685,1675
2412,2036
1005,2209
1620,2471
507,1081
86,1406
2067,2359
420,1464
65,1642
2355,1390
211,2076
1930,2423
956,1635
624,1569
1811,717
2283,1523
606,1217
2189,2513
2137,1427
1622,1211
2545,1575
2435,659
207,2161
276,1564
1606,1879
1933,91
1269,1487
1980,58
1615,1406
348,621
228,1315
957,2503
1049,1040
1394,2481
298,2305
2461,1967
454,261
1792,1256
1641,497
536,270
1941,688
1111,2142
1102,471
563,2172
465,376
2288,929
2462,2268
1282,1622
1777,2182
1054,135
1574,1159
1553,647
1704,2049
1894,271
353,596
245,1847
2161,206
551,57
587,965
631,70
1105,850
1154,1660
1557,1955
942,1821
2097,564
2531,1882
363,275
1230,1600
1429,1936
973,482
2447,1613
792,314
1883,1715
1438,564
1731,2492
1534,1146
2425,1274
1052,1434
2300,1059
819,2198
2453,2421
1598,745
1169,2306
735,1549
1948,1778
1758,119
93,863
1555,1
1593,1473
1713,1668
1478,161
276,1101
1540,1422
135,614
2094,521
606,2478
337,2033
297,428
1144,2448
869,1844
1506,2170
549,547
610,2335
1507,393
1219,2058
1607,1402
1391,1468
1078,935
2158,481
2064,741
973,2503
1421,2438
1503,1955
768,2247
1824,596
449,1789
560,1476
1593,294
2534,2151
470,748
698,384
272,1564
1947,733
1070,662
1597,2538
2211,2160
761,2186
334,972
1007,1527
827,850
1606,423
234,1264
2338,2219
1614,250
819,408
1778,1353
2502,1991
921,1969
2141,72
2434,1819
220,122
585,1926
864,936
604,58
926,2073
2177,1600
2133,2168
1365,1352
945,1809
445,1110
2090,67
2155,485
1887,2351
681,888
869,1433
2091,918
908,329
345,1539
2326,262
28,1471
2329,1477
1333,617
1127,1204
1962,2039
497,1304
1848,760
99,924
1530,2484
294,240
2289,1599
242,891
17,26
1370,611
2241,1208
108,2360
1981,1120
2214,417
610,1954
2183,158
458,46
1035,1012
2094,1009
2542,885
2054,977
441,442
1469,2292
899,926
1514,246
2229,1170
1787,1960
588,1987
2348,388
1206,939
1028,1032
676,1707
2036,1873
698,1813
905,704
1106,325
1256,1046
1298,2346
2237,1010
1971,1605
1240,1960
1641,1735
274,1646
62,119
2298,812
2097,1700
2218,1774
1724,225
1670,750
2458,471
2085,2337
1957,1960
813,41
1105,342
1527,127
1572,143
1049,793
678,657
393,1497
2447,832
1495,1309
580,691
1889,1887
2416,1837
2465,64
656,807
1745,1644
1006,2134
1621,2201
895,873
752,206
1887,691
408,2149
1837,729
568,1777
1544,1774
1021,2526
593,1814
1369,57
1802,1062
1882,447
633,2130
2298,816
2446,1642
2465,171
1679,445
1276,1664
1415,926
69,2416
2118,741
66,1472
695,1373
653,652
1517,153
2254,1427
2453,2436
1989,2019
2370,375
1997,1337
635,676
774,650
626,838
1220,1525
622,261
2295,751
685,342
2394,1782
403,1966
721,1563
2075,729
2175,2292
1529,1397
1096,1977
2345,1296
1152,1441
400,756
1056,2055
1038,157
2020,2480
945,2156
1955,2472
893,2301
1948,2255
2108,1001
2178,1806
1549,1299
51,405
402,364
1297,1859
1150,1490
2519,1394
920,844
797,1144
1310,768
1461,950
133,85
122,1375
256,1014
82,72
1386,1083
1313,186
1647,227
257,2151
1949,637
2125,922
397,2522
2197,179
1842,2114
1637,508
500,1842
642,1777
1861,535
2516,916
598,1039
1462,2330
701,1
1009,888
1025,36
1744,1452
1100,1814
2444,912
2529,2487
1711,2002
1122,376
506,1448
1111,1939
1467,1407
832,729
366,1073
283,1815
1026,791
518,482
1802,648
81,698
152,878
359,2389
352,1325
2003,1060
1168,1813
2264,137
642,578
2166,1569
1833,305
162,2111
2061,474
394,1737
336,1962
1143,92
369,1826
2549,514
581,460
1249,2227
1410,840
361,300
189,1273
1172,1233
997,1115
1405,688
492,740
1982,601
971,1044
2431,2481
281,2103
1912,199
617,2096
515,1240
2160,2211
1517,813
2375,2346
1569,270
1078,1355
1943,1213
477,1106
207,1806
443,1604
1063,1870
258,2011
622,1165
1306,492
2120,2417
1783,59
975,2465
7,1101
1743,1052
2078,2409
1188,128
672,95
987,1393
2042,680
684,493
1687,1173
412,430
1747,1916
1853,23
2094,2014
1907,1327
399,1301
858,2332
42,2036
2129,697
212,1961
2068,219
1395,873
1190,2136
577,1326
1728,1747
1917,81
206,263
2297,825
1637,520
1234,628
2056,2513
1499,1231
2372,2136
1442,1826
1226,2254
2225,60
1660,352
1238,176
805,1597
2161,2220
361,963
1311,309
873,281
1125,2139
2332,65
1011,143
1205,2152
1468,1102
88,1515
536,1987
733,212
818,804
1407,578
273,1544
2011,1795
1590,2305
2368,437
830,1646
1635,1618
1031,508
2097,2279
2211,567
995,248
1166,278
243,1780
940,1664
140,545
1931,1014
2189,631
1102,2458
959,2389
1673,1856
2211,578
2165,837
1584,1930
265,996
123,1440
2418,1065
2109,1835
770,1206
1547,164
1107,1865
921,2509
208,236
1559,385
1544,2168
1188,60
871,652
2546,1433
1944,1635
2241,1837
822,2065
557,2213
2429,1719
1056,1185
2517,2328
727,1077
905,811
2517,1368
541,1449
462,1819
504,1495
935,1802
2426,1111
2094,913
542,1844
1926,1174
326,1354
602,201
720,1192
2440,215
2465,2508
1691,1522
224,812
1646,832
1987,442
1003,111
708,1649
736,1951
1028,692
1541,1301
2525,1440
574,566
649,184
652,2539
1611,2445
219,766
577,1562
2369,389
1878,425
1579,450
1553,1030
735,1133
1095,1538
1782,2057
2510,1444
1607,1510
776,2214
2274,2072
1155,359
1069,770
718,181
1276,2131
2476,2485
1749,549
904,530
897,1821
689,520
393,1350
316,70
1428,1737
1036,521
2272,963
789,822
1161,1162
2212,1670
917,2242
1500,826
729,2380
2404,445
1352,1037
2498,1986
19,20
1565,298
1748,307
2273,215
1794,353
344,549
28,1286
2527,329
1469,1662
2042,1382
2359,224
1086,2526
2532,2299
2334,1046
1892,1659
1916,1135
1914,107
1185,1859
1684,2171
878,149
1550,217
1139,1440
1765,1540
1318,1565
7,1468
2009,1683
1883,964
1865,487
1141,41
485,259
2075,832
844,920
1859,2388
1611,2366
1152,1333
2125,1798
292,1440
1359,113
2104,2453
789,1098
621,348
954,1000
1947,652
1766,1552
2187,2133
894,613
1868,1504
1103,1052
539,1411
1681,1738
178,735
203,2107
1521,458
2012,1520
1431,2114
1858,1582
329,2224
1325,2477
731,2186
756,938
1020,643
1168,698
2100,455
1835,163
1854,905
54,199
1036,1009
2251,181
469,2438
395,1352
2264,1479
1174,512
122,2457
2487,2334
767,2484
2328,1368
698,699
2009,331
818,1547
922,2125
1570,2503
2322,2113
1990,1722
959,1076
1275,137
1642,361
937,1892
1475,1502
1681,1907
1437,536
840,2196
1386,964
330,1139
1662,2268
1664,940
477,184
611,1353
1183,1170
111,1702
2417,478
1222,1685
1062,1010
1506,1976
528,749
267,613
860,408
1839,1924
1433,2533
652,250
1799,2089
1909,1734
718,1122
1428,394
2500,457
98,1479
1298,2481
61,1089
186,463
1104,2297
449,1395
1532,2158
2271,42
972,1843
1283,2174
1088,1992
740,141
716,2127
900,1958
1934,152
1672,298
1908,481
2316,2014
1826,947
1582,272
1573,1139
1514,2342
1339,594
275,363
742,231
932,411
186,428
581,2370
329,1440
1950,365
2017,2085
1178,1520
1592,1444
583,768
1783,1245
355,1408
1673,1906
218,1928
1058,1
755,1210
1928,1223
1117,3
998,1171
1815,592
1303,1030
1634,1858
763,2436
2056,2112
2012,1914
2467,969
612,1950
1821,706
380,2470
1211,1622
171,2039
1300,1356
2533,1968
1551,1704
1193,988
2461,1024
1637,1512
1832,596
1978,2389
449,1343
1091,978
1064,454
1851,737
625,401
1360,2205
259,1499
2389,2228
1930,39
1068,250
1761,820
1449,2054
231,271
2357,474
2263,1033
691,1265
303,2189
960,2285
2260,502
2449,404
1869,378
1777,467
1012,1427
1580,1601
62,779
738,763
2195,2457
917,1995
1453,2536
245,504
1425,2218
1450,995
838,23
2083,1461
2160,1456
1519,1084
2057,2070
968,2196
2325,2421
1114,773
696,783
2302,1046
1301,964
193,1818
1054,375
1811,1805
1221,827
1024,2500
693,794
407,1882
